,PropertyValue2014,PropertyValue2015,PropertyValue2016,PropertyValue2017,PropertyValue2018
1565,20.119,21.0879,21.8076,22.4306,23.8016
1566,21.3457,22.428,23.3161,24.8154,26.2075
1567,20.06405,20.89235,21.5775,22.55695,23.50285
1568,19.789,20.547,20.9784,21.8496,22.7585
1569,22.04915,22.93655,23.875,25.44355,26.07505
1570,22.5982,23.9315,25.1177,25.747,27.5971
1571,25.1096,26.5,27.5661,28.595,30.3571
1572,24.4479,25.9567,27.0563,28.6543,29.7462
1573,24.2542,25.56905,26.6401,27.55505,30.12255
1574,13.9812,14.5088,15.38335,16.6769,17.84755
1575,22.93825,23.7734,24.4717,25.3331,26.497
1576,25.2918,26.4987,26.9149,28.0025,29.9925
1577,59.96505,62.8734,68.1278,70.78065,75.6036
1578,19.5041,20.2108,21.46125,22.46385,23.33545
1579,21.11935,22.89035,23.60515,24.53025,25.54155
1580,22.2712,23.3201,24.4546,25.92405,26.83725
1581,19.3173,21,22.14505,24,24.49
1582,26.043,27.07575,27.7998,29.1798,30.3842
1583,14.3267,14.9591,15.6598,16.2816,17.1691
1584,15.6893,16.2742,16.7937,17.7763,18.3693
1585,17.1736,17.89065,18.8073,19.70805,20.88645
1586,17.30615,17.96855,18.9562,19.6822,20.17055
1587,16.5594,17.1726,17.7236,18.5973,19.5594
1588,25.0746,25.6599,26.3015,28.7792,30.1715
1589,24.7388,25.2444,27.6333,29.7616,30.4912
1590,24.422,25.34335,26.22705,27.2552,28.13485
1591,19.6798,20.46345,20.77545,21.42285,21.8825
1592,24.0959,24.8886,25.1464,26.2201,27.6932
1593,21,21.3636,21.9658,22.7197,23.174
1594,21.8796,22.4686,22.9234,23.758,24.51665
1595,18.2369,19,19.6268,20.3685,20.7757
1596,22.23805,23.2192,23.5732,24.47125,25.4219
1597,20.96,22.1598,22.7808,23.3689,24.4064
1598,21.20345,21.68955,22.19645,22.7129,23.18015
1599,21.25325,21.8416,22.43075,23.2841,23.8125
1600,20.2695,21.2425,21.6404,22.3287,22.8481
1601,21.1683,22.0325,22.50445,23.0648,24.179
1602,20.4666,20.9619,21.3977,22.1794,23.292
1603,23.1376,24.0834,24.77755,25.6672,26.4017
1604,23.2801,23.9679,24.8769,25.9413,27.5971
1605,22.8099,23.8781,24.6458,25.2311,26.6144
1606,20.8764,21.534,22.1921,22.9701,23.6176
1607,24.1287,24.78565,25.48875,26.1387,27.19615
1608,23.03815,23.77205,24.41125,25.02535,26.3094
1609,25.04185,25.9416,26.5129,27.7726,28.7597
1610,23.07855,23.75555,24.47065,25.0069,26.18695
1611,24.0376,25.1,25.8966,26.9237,27.972
1612,20.03145,22.12975,22.78545,23.5071,24.95655
1613,25.73445,26.8503,27.7616,28.92115,29.57215
1614,21.3966,22.39,23.6,24.716,26.1984
1615,25.3823,26.5404,27.2585,28.4263,29.3414
1616,25.4794,25.9884,26.9027,27.4409,28.5032
1617,22.6114,23.78005,24.38055,25.06455,25.9505
1618,28.8746,30.0724,30.7593,32.1925,33.0604
1619,26.5115,27.4485,28.4,28.646,31.531
1620,27.8849,29.1621,29.9739,30.7529,32.4873
1621,25.747,26.8194,27.5212,28.7813,29.3562
1622,24.26125,25.5,26.25265,27.5971,28.9353
1623,24.4,25.3057,25.7445,26.8292,27.6831
1624,23.2714,24.92965,25.9569,26.70565,27.8736
1625,20.8966,22.03215,23.12355,23.83755,24.6169
1626,25.93215,28,30.15875,31.66445,33.4986
1627,27.9362,29.4869,30.4575,31.1845,32.3167
1628,22.0998,22.76555,23.8249,24.49525,25.09315
1629,23.43935,24.187,25.13125,25.90395,26.5831
1630,22.20115,23.2549,23.8489,24.4485,25.2566
1631,21.7623,22.2937,23.0635,23.723,24.3707
1632,21.739,22.4735,22.84975,23.7549,24.82945
1633,21.00655,21.5157,22.3156,22.9931,23.47665
1634,17.6429,18.3679,19.04045,19.6373,20.5918
1635,17.1817,18.1584,19.0957,19.824,21.5027
1636,17.6011,18.0954,19.348,20.0192,20.808
1637,17.6092,18.1923,18.7252,19.4208,20.32345
1638,15.6946,16.524,17.4754,18.4428,19.0976
1639,16.8475,17.7441,18.3942,19.4738,20.2867
1640,15.24,15.8516,16.6215,17.34,18.2006
1641,15.3943,16.0279,16.77475,17.5112,18.33165
1642,24.4886,25.6152,26.3035,27.5715,28.4937
1643,24.2677,25.3813,26.1692,27.2487,28.2934
1644,22.6228,23.2625,24.00695,24.70475,25.66355
1645,24.1089,24.6447,25.237,25.9079,26.7354
1646,21.5172,22.3667,23.2445,23.8985,24.5266
1647,23.0599,23.89825,24.9103,25.68615,26.4863
1648,19.7525,20.9517,21.6629,23.4601,24.3558
1649,21.5679,22.293,22.7271,23.4846,24.2069
1650,23.51995,24.1675,25.01585,25.9733,27.056
1651,21.9208,22.7465,23.3428,24.1745,24.9635
1652,22.3486,23.3645,24.02285,24.89165,25.71005
1653,23.82155,24.75745,25.48485,26.27345,27.27875
1654,23.7457,24.8356,25.54695,26.6207,27.82625
1655,22.9307,23.65635,24.5122,25.4499,26.35345
1656,23.6286,24.3228,24.902,25.7743,26.5668
1657,22.75515,23.49555,23.98125,24.96105,25.5854
1658,22.4047,23.12065,23.8042,25.05935,26.02975
1659,23.3073,23.9503,24.6454,25.443,26.1004
1660,21.0767,22.0214,22.7736,23.4557,24.3553
1661,23.25085,24.18755,24.9997,25.83465,26.6929
1662,21.7745,22.783,23.7043,24.6456,25.5669
1663,21.2469,21.9724,22.633,23.2071,23.7757
1664,20.9695,21.533,22.0821,22.785,23.6451
1665,23.3363,24.2177,25.2199,26.51015,27.4809
1666,24.5343,25.3383,25.9014,27.094,28.3247
1667,22.5101,23.4004,23.8227,25.0105,26.1276
1668,18.7358,19.304,20.1384,20.7469,21.5028
1669,15.6307,16.071,16.5154,16.8458,17.1953
1670,20.4754,21.0999,21.75455,22.42395,23.1095
1671,23.72255,24.9313,25.3758,26.2202,28.2156
1672,18.2894,19.07625,20.04965,20.96205,21.9138
1673,14.3905,15.9897,16.5152,17.2999,18.1503
1674,16.2916,17.1383,17.7197,18.5388,19.48
1675,15.57465,16.1058,16.85615,17.4727,18.45125
1676,17.2636,18.0967,18.71,19.5997,20.9296
1677,27.5863,28.9874,30.4574,31.7921,33.9522
1678,29.4937,30.6906,31.87855,33.89305,36.58685
1679,16.57485,17.4436,18.01285,18.8306,19.77115
1680,16.2682,17.1005,17.6679,18.5927,19.7081
1681,16.07255,16.87015,17.50355,18.50315,19.47145
1682,14.1679,14.96075,15.60455,16.465,17.1351
1683,12.5413,13.3157,13.5278,14.3647,15.6183
1684,18.01495,18.8475,20.0505,21.3412,22.6644
1685,18.383,18.8576,19.1619,19.8051,20.4328
1686,16.0503,16.7145,17.2543,17.86035,18.9449
1687,17.48965,18.09215,19.0523,19.91435,20.8883
1688,20.51675,21.2715,21.7562,22.39965,23.3637
1689,20.05935,20.903,21.554,23.0973,24.06815
1690,19.9745,20.7869,21.7557,22.836,23.4388
1691,18.30615,18.9706,19.52655,20.0449,21.0584
1692,16.98125,17.6734,18.21275,18.9869,19.7554
1693,17.25685,17.9055,18.8508,19.5337,20.4939
1694,17.974,18.4661,19.2044,19.9654,20.7902
1695,15.98185,16.664,17.1866,17.72665,18.2374
1696,16.9126,17.598,18.29695,18.86165,19.7351
1697,15.7571,16.3935,17.15,17.8607,18.7497
1698,18.0055,18.6433,19.60105,20.5559,21.27665
1699,17.6249,18.07325,18.6554,19.4208,20.2015
1700,17.5,18.63815,19.0922,19.92715,20.44885
1701,14.6877,15.5543,16.1487,16.6023,17.4537
1702,15.9665,16.9794,17.6039,18.2728,19.3423
1703,15.3449,16.00825,16.64295,17.39445,18.04295
1704,15.22245,15.926,16.46825,17.6119,18.5839
1705,12.6644,13.4492,14.6102,15.421,16.2337
1706,16.82085,17.64515,18.3402,18.9286,19.53735
1707,16.9477,17.6767,18.3181,18.9396,19.7284
1708,16.3209,17.5928,18.4691,19.247,20.6423
1709,17.1563,18.06285,18.9201,19.87065,20.89025
1710,23.1462,23.913,24.6867,25.4254,26.5212
1711,146.674,156.7408,161.5008,169.4689,173.2266
1712,23.9774,25.5,26.4953,27.6332,28.9128
1713,31.9368,34.1692,35.5337,37.136,39.0978
1714,22.0136,22.8506,23.6666,24.4131,25.0626
1715,20.5839,21.6411,22.29395,22.9919,23.7641
1716,24.2194,25.7763,26.3793,27.5431,28.8449
1717,20.90225,21.6798,22.6,24.0646,25.2974
1718,21.7592,22.8128,23.7758,24.8335,25.7634
1719,22.44215,23.51745,24.491,25.2081,26.4697
1720,22.5399,23.5396,25.46285,26.5076,27.6001
1721,29.4622,30.4896,31.8081,33.1678,34.7468
1722,25.2289,26.12155,26.8759,27.82555,28.7652
1723,22.04685,22.8852,23.5157,24.1179,25.35285
1724,21.0048,21.5983,22.2,23.0793,24.2012
1725,23.2545,24.28605,25.11805,25.91765,26.93935
1726,22.372,23.124,23.9257,24.7889,25.572
1727,25.6396,26.7276,27.9594,29.7618,31.3239
1728,21.35,22.1244,22.9406,23.9229,24.8806
1729,11.36475,13.2022,13.9695,14.8782,16.2394
1730,21.2525,22.1725,22.9106,23.7653,24.6735
1731,22.36685,23.2759,24.09695,25.2636,25.7897
1732,21.5975,22.9035,23.9346,24.4132,26.5148
1733,22.74595,23.56895,24.25235,25.14355,26.393
1734,21.2688,22.0618,23.20195,23.7506,24.8648
1735,23.16595,24.2857,25.4932,26.51825,27.55355
1736,23.0268,23.8694,25.04245,26.15535,27.2593
1737,24.3977,25.30595,25.8437,27.2942,27.95765
1738,33.1498,34.8226,36.5862,38.5902,40.6863
1739,29.5531,30.75105,31.83095,33.2455,34.672
1740,35.80205,37.3354,38.9422,40.426,43.09505
1741,31.611,33.0888,34.3169,35.565,36.9804
1742,36,37.5479,39.0597,40.78495,42.79285
1743,35.7397,37.264,38.8076,40.7252,42.6405
1744,35.3532,38.0106,39.65255,41.247,43.97385
1745,34.6473,36.2281,37.7633,39.7195,41.546
1746,28.0891,30.2308,31.4582,32.3829,34.0619
1747,36.7491,37.4832,39.2,40.0314,41.36565
1748,28.7751,29.8036,30.8753,32.2055,33.6258
1749,29.3926,30.5993,31.7249,33.1445,34.739
1750,22.8378,23.7135,24.9571,26.0685,27.6232
1751,28.1255,29.4061,30.5688,31.9933,33.8281
1752,30.337,31.3529,32.4572,33.7304,35.6268
1753,25.1722,27.0724,28.4342,29.5131,30.9249
1754,30.4051,31.4618,32.3359,33.8414,35.6519
1755,0,0,0,0,0
1756,27.3665,28.4639,29.7841,31.1968,32.4809
1757,25.81865,26.6416,28.17965,29.4947,30.81625
1758,21.32515,22.51995,23.3875,24.5859,25.66095
1759,22.43305,23.22025,23.7986,24.96655,26.2105
1760,22.0799,23.21205,23.8368,24.5401,25.4941
1761,22.6532,23.7229,24.8916,25.6305,27.0808
1762,23.4749,24.3758,25.4468,26.2755,27.7274
1763,19.93075,20.81755,21.74705,22.63205,23.57345
1764,22.1778,22.86445,23.84445,25.51125,26.6639
1765,22.5635,23.25905,23.80755,24.89815,26.54335
1766,17.6024,18.4367,18.9693,19.9655,20.6631
1767,24.2756,25.1257,26.1904,27.0044,27.9356
1768,23.12515,23.88825,24.58355,25.77365,27.03215
1769,24.1972,25.158,25.7174,26.6589,27.9129
1770,23.1103,24.2642,25.5692,26.6766,27.6896
1771,23.3712,24.3171,25.2428,26.5533,27.925
1772,26.2975,27.65765,28.37145,29.9767,31.54855
1773,25.20535,26.3042,27.38775,28.5242,29.8846
1774,25.2425,26.1274,27.316,28.4712,29.6242
1775,23.2075,23.82445,25.05265,25.9699,26.96815
1776,14.0709,16.3887,17.8111,18.992,20.706
1777,21.0997,22.293,23.1,24.4727,26.4791
1778,17.53805,18.21465,19.1496,20.16375,21.4803
1779,18.7231,20.2245,21.00145,22.68265,23.92395
1780,20.36565,22.29135,23.303,24.2147,24.8949
1781,21.10365,21.89055,22.5228,23.85175,24.6614
1782,19.5996,20.9056,21.3267,22.06705,22.9106
1783,20.1462,21.6235,22.6781,23.4595,24.6851
1784,20.0065,21.0879,22.3648,23.5409,24.3902
1785,21.8573,22.4535,23.2682,24.2854,24.9966
1786,20.5885,23,23.9851,24.6816,26.0927
1787,25.9934,27.18085,28.3614,30.0573,31.8493
1788,27.7156,29,29.6276,31.4896,33.1007
1789,27.6047,28.9984,29.9737,31.212,32.2523
1790,26.29335,27.07185,28.0855,29.55495,30.41065
1791,27.7,29.1333,30.1787,31.6433,35.2487
1792,25.5,27.4,28.3353,30,32.0128
1793,25.4097,26.19395,27.1829,28.6262,30.01525
1794,27.6248,28.5629,30.1,31.5667,32.6528
1795,27.3775,28.3,29.5125,30.6321,32.0067
1796,23.7339,24.77215,25.85205,26.79885,28.1437
1797,29.8587,30.4973,31.9263,33.502,35.2631
1798,25.23405,26.1115,27.8402,29.29655,31.6429
1799,28.3,30,32.8,33.6205,35.8937
1800,25.3,26.3727,27.4215,28.3655,30.2895
1801,28.535,29.3149,30.0791,31.5,32.9562
1802,31.1,32.5488,33.9531,35.0275,36.2045
1803,36.521,38.25365,39.4609,41.0201,42.68575
1804,30.95705,32.5876,33.6825,34.7088,35.99875
1805,24.5,26.4,28.11425,30.0125,31.2119
1806,29.3008,30.1265,31.0774,32.3869,33.27115
1807,34.33685,35.3848,36.50665,37.94865,39.54795
1808,33.4036,34.3907,35.10415,36.3163,37.3259
1809,31.7274,32.7175,33.7585,34.9197,35.9866
1810,33.8135,34.8676,35.78745,37.6398,39.1512
1811,30.1,30.855,32.1,33.6364,35.3467
1812,30.58095,31.83425,32.8085,33.71885,35.20745
1813,23.82445,24.9423,25.6831,26.8841,28.2302
1814,18.40615,18.99395,19.7585,20.4852,21.1784
1815,16.4484,17.4747,18.20105,19.23215,20.36195
1816,25.075,27.5816,29.3708,31.11,32.9738
1817,24.93525,26.11985,27.15075,28.404,29.73025
1818,24.5781,25.4798,26.6109,27.9104,29.0671
1819,24.81395,25.97655,26.8907,27.58665,28.71865
1820,20.7684,21.7012,22.633,23.3351,24.7
1821,25.5155,26.0252,31.5967,33.1166,34.9792
1822,20.194,21.5167,22.3647,23.2372,24.5894
1823,30.7301,32.02575,33.5278,35.1849,37.6563
1824,17.1019,17.9373,18.6395,19.395,20.38275
1825,19.48395,20.962,21.52435,22.3581,23.78315
1826,28.0922,29.53625,30.9172,32.77325,34.07485
1827,26.8578,27.7335,28.5524,29.9515,30.8949
1828,28.0128,29.1744,30.1094,31.1845,33.0086
1829,26.7582,27.594,28.3916,29.6545,31.46265
1830,23.0151,24.0782,24.9654,25.7963,26.6145
1831,25.8257,27.1323,27.8803,29.07605,30.1041
1832,22.5211,23.60125,24.6809,25.4792,26.7007
1833,23.93865,25.0926,26.143,27.268,28.36065
1834,23.4446,24.5597,25.4854,27.1474,28.3604
1835,22.4292,23.18475,23.86715,25.0365,26.53935
1836,20.8489,21.4489,22.0196,22.7559,23.8237
1837,20.9457,21.4801,22.1347,22.9268,23.6259
1838,20.6729,21.4268,21.93425,22.81355,23.7945
1839,23.51325,24.3305,25.17085,26.0405,27.05225
1840,23.9769,24.9909,26.0601,27.0561,28.3493
1841,22.9818,23.6438,24.6069,25.5809,26.51485
1842,23.62135,24.55035,25.41605,26.7557,28.1491
1843,12.6054,13.6594,14.8245,15.66605,16.3074
1844,30.6064,32.4223,33.9082,36.4283,38.3632
1845,28.1015,29.0398,30.4804,32.1232,33.6046
1846,27.2519,28.1373,29.7504,30.91645,32.57055
1847,26.5578,27.6968,28.5665,29.99345,31.59005
1848,26.6133,27.7626,29.0524,30.2241,31.527
1849,26.5571,27.7497,28.952,30.1477,31.6067
1850,26.9498,28.0116,28.9987,30.0046,31.742
1851,27.0315,28.3892,29.4809,31.0367,32.6991
1852,35.80695,37.517,39.066,40.5844,42.3501
1853,31.72755,33.7401,35.35745,36.91965,39.70935
1854,26.99835,28.15145,28.985,30.5098,32.44655
1855,27.403,28.2087,29.3251,31,32.7567
1856,27.1079,28.236,29.74945,31.39475,32.88135
1857,26.4856,27.7437,29.05335,30.8501,31.84435
1858,19.24105,19.62545,21.74805,22.18295,22.6265
1859,20.8208,21.7658,22.6329,23.5125,24.5372
1860,20.0064,20.9152,21.8769,22.9145,23.91415
1861,18.0138,18.9126,19.4064,20.0192,20.9271
1862,42.96895,44.81,46.741,49.6392,53.5
1863,39.9433,41.8417,44.2879,46.98515,48.9889
1864,33.2722,34.528,36.2499,38.3,40.8398
1865,22.12575,23.1744,25.13905,26.3143,28.53
1866,23.3428,24,25.4117,26.5491,27.4341
1867,22.88785,24.12635,24.92845,26.07435,27.4179
1868,24.88685,25.89,27.06365,28.34025,29.4796
1869,19.98115,20.86265,21.43505,22.26285,23.20025
1870,21.3561,21.9197,22.8224,23.8364,24.6476
1871,19.6083,20.2535,20.6986,21.6125,22.7195
1872,5.1956,6.1447,8,10.5402,16.575
1873,19.56725,20.36855,21.18655,21.86365,22.51275
1874,19.16,20.1281,21.0061,22.2437,23.3689
1875,0,0,0,0,0
1876,20.1537,21.906,22.87775,23.9286,25.18805
1877,30.40395,31.10405,33.65625,36.57055,38.8204
1878,24.2953,25.0745,25.5417,27.1341,28.2679
1879,32.0353,33.3385,35.5445,37.2522,38.8457
1880,26.9283,28.39345,29.52105,31.22345,32.9753
1881,20.8446,22.3617,23.2655,24.4681,25.4533
1882,22.5852,23.569,24.42055,25.9469,27.10175
1883,19.3103,20.5882,22.186,22.9427,23.7405
1884,18.6787,19.1452,19.8048,20.2602,21.3477
1885,25.3205,26.2701,27.5146,29.1812,30.6624
1886,29.20265,32.0272,34.6705,35.8,38.33875
1887,29.0956,30.4343,31.96505,33.41205,34.77655
1888,27.8188,29.15,30.3223,31.7421,33.552
1889,28.1606,29.5091,30.8992,32.3287,34.1371
1890,27.06345,28.5296,30.8732,33.35225,35.31615
1891,29.4698,30.9686,32.5208,34.03525,35.638
1892,27.8906,29.2367,30.6244,32.83865,34.93515
1893,30.0046,31.22205,32.5648,34.00715,36.11865
1894,28.836,30.03565,31.5296,33.49505,34.92535
1895,29.8184,31.1303,32.38385,33.7372,35.75445
1896,29.1453,30.3822,31.3702,33.054,34.4834
1897,28.46645,30.0077,31.46495,33.0896,35.5266
1898,0,0,0,0,0
1899,40.3897,42.7071,44.3723,47.4282,51.2057
1900,0,0,0,0,0
1901,27.34495,28.57445,31.5,33.0897,34.8958
1902,30.7296,32.1287,34.0119,35.6392,37.056
1903,27.6247,29.5879,30.5099,32.7434,34.7615
1904,26.5053,28.2175,29.601,31.5,32.7094
1905,30.1268,31.5,33.626,35.7142,38.1278
1906,20.20855,22.16425,23.1671,24.39965,26.5471
1907,21.9108,24.0726,26.3063,28.12735,29.1723
1908,22.6,24.8637,28,29.1,30.6
1909,20.40435,21.72885,22.93165,23.695,25.2329
1910,23.2918,24.1079,25.0453,26.0958,28.0351
1911,25.8,26.8,28.0772,29.7086,30.9676
1912,31.2088,32.0872,33.643,36.6881,38.9489
1913,16.5,17.1472,19.4913,20.2846,21.9272
1914,12.1704,12.4262,12.8453,13.483,14.7874
1915,28.9454,30.5993,32.8919,33.98,35.8764
1916,24.0228,25.42925,26.3422,28.1424,29.8019
1917,15.2894,16.4216,17.7143,19,19.7675
1918,15,16.29175,17.31195,18.31585,19.26625
1919,12.8413,14.7,16,16.5581,17.6398
1920,27,29.56175,30.9,32.339,32.64
1921,20.2619,21.17825,22.5,23.6572,24.5066
1922,25.5971,27.0147,28.50235,30.7289,32.2905
1923,25.827,26.5588,27.2538,29.0465,31.9601
1924,21.2262,23.0911,24.965,27.184,29.1555
1925,22.036,23.0911,24,25.5196,26.3695
1926,21.995,23.0011,24.0752,25.038,26.0875
1927,18.5567,19.9,20.6082,22.369,23.46
1928,16.8369,18.7896,20.38245,22.0682,23.23755
1929,22.5,25.8,26,27.8434,30
1930,20.9906,21.7735,23.2366,25,27.9
1931,31.032,32,34.1899,36.4537,38.76
1932,33.1146,35,36.4415,38.6881,40.5348
1933,26.1726,28.3687,29.7849,31.7893,34.2291
1934,33.22025,34.5,35.35055,36.7901,39.00535
1935,29.995,30.99325,32.51545,34.74335,36.3523
1936,21.54295,22.9,24.5,27.1568,28.98745
1937,32.34895,33.8748,35.2003,38.8067,40.1248
1938,30.5674,32,33.41125,35.07535,37.74505
1939,36.292,38.43455,39.8467,41.04075,42.9008
1940,38.2791,41,42.5256,44.2531,46.5817
1941,49.6893,51.525,54.2698,57.3595,61.0439
1942,46.8792,48.8962,51.1038,53.6253,56.0952
1943,55.97285,59.0446,61.9659,65.9542,69.3681
1944,55.1404,59.1842,63.0804,65.67215,68.14865
1945,42.0012,43.1779,44.3842,45.8732,47.925
1946,41.4603,43.1975,44.3001,45.7548,48.0789
1947,29.8516,32.00875,33.1967,34.9052,37.3782
1948,37.1973,38.9351,40.5687,43.3035,44.5
1949,6.4347,6.8953,8.2616,8.6593,9.5215
1950,20.84475,22.06365,23.174,24.5049,26.4041
1951,18.1664,19.1253,20.4026,21.3256,22.7196
1952,19.2576,21.0601,22.2141,23.52,25.0477
1953,17.4547,18.23625,18.7149,19.4203,20.25115
1954,21.97335,23.10675,24.32365,25.76625,27.8544
1955,19.16755,20.29805,20.68345,21.45975,22.09495
1956,18.9733,19.69305,20.4304,21.19675,22.11365
1957,20.9381,21.6379,22.2884,23.145,23.79985
1958,21.07635,21.98955,22.64585,23.3396,23.94495
1959,21.9943,23.03985,24.0471,24.7408,25.51825
1960,33.51345,36.80665,40.4048,46.1748,48.0187
1961,29.9498,31.2505,32.9823,34.317,36.2043
1962,22.267,23.4353,24.43735,25.3642,26.4861
1963,22.7795,23.50625,23.8646,24.9973,26.3438
1964,21.7221,22.5014,23.1737,24.0183,25.5793
1965,23.81455,24.4813,25.2869,26.2314,27.2917
1966,20.75875,22.3523,22.84345,24.52135,27.3324
1967,22.5,23.5663,24.5565,26.0876,27.5751
1968,20.137,20.903,21.645,22.2697,23.13805
1969,27.36755,28.82895,30.3139,31.47975,33.25745
1970,18.5422,19.4394,20.4306,21.4691,22.5213
1971,25.11485,26.53365,27.9566,29.3878,30.9876
1972,21.4156,21.98665,22.45155,23.08785,23.91345
1973,19.66855,20.0614,21.217,23.2247,24.24025
1974,21.09765,22.15,23.875,25.1076,26.61465
1975,30.3408,31.3783,32.4443,33.6687,34.9866
1976,15.7691,18.11635,19.09515,20.55725,22.18605
1977,15.9893,18.25695,19.8067,21.42965,22.9934
1978,23.0596,23.7224,24.9998,26.1916,27.7058
1979,22.26075,22.98725,23.628,24.3374,24.9726
1980,20.6547,21.4169,22.1668,23.052,23.6164
1981,21.22565,22.13105,23.1715,24.1073,24.97165
1982,21.1187,21.7262,22.5325,23.2752,24.164
1983,22.63245,23.4797,24.235,25.09885,26.0917
1984,19.7025,20.3302,20.7939,21.3829,22.2641
1985,19.8251,20.88215,21.5422,22.27385,23.426
1986,21.44005,23.05895,23.54455,24.41585,25.5654
1987,24.3532,25.82405,26.24895,27.1278,28.8681
1988,22.5853,23.5944,24.3779,25.0242,25.8971
1989,21.6909,22.6384,23.6471,24.2518,25.2946
1990,26.6504,28.0122,29.3406,30.8682,32.4577
1991,29.0795,30.425,31.75435,33.4158,34.9457
1992,27.8518,28.7624,30.36075,31.95115,33.77805
1993,27.0768,28.86575,29.75415,31.147,32.3084
1994,28.56335,30.15755,31.2028,32.75625,34.66435
1995,27.0352,28.133,29.1625,30.3253,31.8082
1996,44.8,47.9615,50.5962,53.501,56.1306
1997,28.7708,30.2126,31.5974,33.1065,34.9285
1998,35.4678,36.9509,39.1039,40.1822,41.8005
1999,34.9318,36.5848,38.3632,40.18195,41.85925
2000,27.03195,29.38675,30.88605,33.23765,35.0678
2001,30.3345,30.9406,32.7,35.5,37.4245
2002,26.9079,27.5025,30.8223,32.5924,33.779
2003,27.5,29.5,29.95335,31.7396,32.69865
2004,27.515,29.47765,30.8675,32.17875,33.41775
2005,28.38155,30.2316,31.34875,32.481,34.0928
2006,20.99505,21.71415,22.25425,23.0902,24.0991
2007,21.74215,22.9443,23.92425,24.91035,25.80935
2008,19.73845,21.533,22.6571,23.4256,24.2488
2009,18.477,19.0902,19.8122,20.4849,21.4375
2010,27.49135,29.23195,30.8167,32.4663,34.2512
2011,25.6677,26.65,27.6941,29.1067,30.4737
2012,20.1849,22.1694,23.7094,25.6267,27.3658
2013,19.95915,22.4391,23.1529,24.13785,25.45635
2014,26.22545,28.79415,30.93305,32.95405,34.54365
2015,23.858,25.6056,26.63985,27.8069,29.45365
2016,26.4215,28.391,29.7619,31.2376,32.4674
2017,27.8076,28.773,29.7595,32.33,34.3074
2018,27.86775,29.01585,29.98725,31.18275,33.12185
2019,27.3918,28.9827,29.8606,31.1969,32.6529
2020,22.3414,23.8205,24.9653,26.3392,28.3843
2021,24.4605,25.3056,26.1692,26.9987,28.1383
2022,24.8786,25.6037,26.62845,27.8635,29.2301
2023,27.2936,28.6489,29.9048,31.0572,32.4674
2024,27.2226,28.0243,29.5273,31.4305,33.0085
2025,24.5209,26.0575,26.9149,27.5973,29.341
2026,26.9555,28.6752,29.3392,31.1846,31.8602
2027,27.72645,29.0123,30.86925,31.9256,33.659
2028,23.4441,24.1506,25.44815,26.9597,28.54875
2029,27.7623,29.05785,30.09255,31.69125,33.3525
2030,31,33.4723,34.6319,35.9104,37.216
2031,29.29915,30.30955,31.60385,33.0075,34.93035
2032,26.23535,26.8055,27.52845,29.22665,32.1755
2033,49.53445,52.63215,54.56375,57.2953,61.3493
2034,49.0223,52.5828,55.51195,60.18195,62.85625
2035,41.8756,43.9324,46.1129,48.5869,52.0008
2036,49.5211,51.4961,53.6601,57.7823,61.9284
2037,65.2733,70.7738,74.67785,79.3286,84.04305
2038,78.1565,83.1244,89.2371,95.1921,101.1953
2039,82.3124,88.20695,93.31265,98.2476,104.1106
2040,91.0091,97.408,103.1034,109.0138,113.6689
2041,62.9774,66.27965,69.994,73.159,76.3938
2042,47,48.7981,51.4475,53.6337,55.6202
2043,46.1549,49.4486,51.4913,54.1126,57.7421
2044,52.533,54.3497,56.5916,58.3716,60.3721
2045,45.6827,47.621,50.1,52.0608,54.5324
2046,43.1508,45.30495,46.96915,48.95145,51.65785
2047,49.2909,51.49045,53.28105,55.98855,58.5029
2048,48.897,51.2151,53.2779,55.3813,58.2946
2049,73.63815,77.358,80.40365,85.0786,89.092
2050,100.9866,107.4027,113.9608,129.5728,137.3144
2051,86.1648,91.3092,96.6118,104.8786,112.3353
2052,46.10145,48.6468,52.23245,55.16075,59.2178
2053,70.7078,72.5,82.9505,86.3543,90.8405
2054,58.6804,62.5414,67.44125,73.056,79.49565
2055,51.17085,54.71735,56.21715,60.41085,63.73695
2056,64.1873,66.2961,69.66345,72.051,76.9277
2057,52.36735,55.2773,57.2626,59.96115,63.3549
2058,40.127,41.7255,43.5024,46.002,48.4683
2059,45.77,47.4497,50.2972,52.4975,55.6524
2060,48.18895,51.91445,54.0969,56.3363,59.08835
2061,68.8791,72.6344,75.4644,77.7395,82.2915
2062,51.6653,55.4356,57.5017,61.4193,64.1298
2063,26.9721,28.07545,29.0001,30.5486,32.2696
2064,35.3559,36.9061,38.7092,41.3352,43.5141
2065,31.4922,32.7872,34.2324,36.42,37.9745
2066,28.3268,29.6175,30.674,31.7733,33.2309
2067,30.4655,31.46515,32.76815,33.7493,34.5801
2068,30.54915,32.4732,34.1297,36.44495,38.3145
2069,33.6022,35.0521,37.18705,38.9012,40.4718
2070,41.5753,43.39655,45.4211,48.00865,50.301
2071,38.7138,40.2825,41.8127,43.7193,45.4664
2072,38.0269,39.804,41.0541,42.8466,44.2851
2073,52,53.1154,55.2996,57.9154,59.9832
2074,45.6481,47.4254,49.0337,50.7221,52.2127
2075,41.44815,42.35955,44.4862,45.3758,48.3951
2076,41.2341,43.37685,44.77425,47.20915,49.4889
